Chapeau Terrdala, Artefact Pandawushu Terre,50, Poils de Pandule,10, Poils de Pandikaze,8, Peau de Kitsou Nere,5, Poils de Kitsou Nere,4, Aigue-Marine,1,,,,
Chapeau de Barbroussa, Maillot de corps de Barbroussa,29, Moustache du Mufafah,14, Barbe inexistante du Barbroussa,7, Touffe rousse du Flib,2, Morceau de caleçon de Gourlo,2, Etoffe de Gourlo le Terrible,1,,,,
Chapodindo, Pic de Dragodinde,50, Dent de Dragodinde,25, Aile de Dragodinde,15, Aile de Dragodinde Rousse Sauvage,11, Queue de Dragodinde Rousse Sauvage,3, Queue de Dragodinde,2,,,,
Coiffe du Chef Crocodaille, Ecaille de Crocodaille,25, Ecaille de Chef Crocodaille,25, Os de Crocodaille,4, Peau de Chef Crocodaille,1, Crâne de Chef Crocodaille,1, Peau de Crocodaille,1,,,,
Coiffe du Dragoeuf volant, Etoffe du Wabbit,10, Plume de Corbac Apprivoisé,10, Dragocoiffe Dorée,1, Dragocoiffe Blanche,1, Coquille de Dragoss Blanc,1, Coquille de Dragoss Doré,1,,,,
Coiffe du Kitsou, Poils de Kitsou Nae,1, Peau de Kitsou Nae,1, Poils de Kitsou Nufeu,1, Peau de Kitsou Nakwa,1, Poils de Kitsou Nere,1, Poils de Kitsou Nakwa,1,,,,
Coiffe du Koalak, Etoffe de Dok Alako,7, Poils de Koalak Reinette,6, Poils de Koalak Koko,5, Poils de Koalak Indigo,4, Poils de Koalak Griotte,3, Poils de Koalak Forestier,1,,,,
Coiffe du Mulou, Canine du Mulou,30, Griffe du Mulou,30, Oeil du Milimulou,20, Oeil de Mulou,10, Scalp de Mulou,2, Mojo du Mulou,1,,,,
Dragocoiffe Dorée, Or,20, Coquille de Dragoeuf Doré,15, Peau de serpentin,10, Oeuf de Dragoeuf Doré,7, Kobalite,3, Cuir de Sanglier des Plaines,1,,,,
Dragocoiffe de Saphire, Laine de Boufton Blanc,30, Coquille de Dragoeuf Saphir,25, Oeuf de Dragoeuf de Saphir,18, Laine du Chef de Guerre Bouftou,10, Saphir,2, Cristal,2,,,,
Gelocoiffe, Blugely,20, Gelée à la Menthe,20, Gelée à la Fraise,20, Vertgely,20, Gelée Bleutée,10, Eau,10,,,,
Kannipiou, Plume de Piou Rose,15, Plume de Piou Jaune,15, Plume de Piou Vert,15, Plume de Piou Bleu,15, Plume de Piou Violet,15, Masque Kanniboule,1,,,,
Korko Kousto, Feuille de Fourbasse,50, Feuille de Kokoko,30, Fleur de Gloutovore,20, Peau de Trukikol,10, Jouik Krampe,1, Trukikol Mort,1,,,,
La Poilue, Poils de Black Tiwabbit,12, Poils de Wabbit,12, Poil de Sanglier des Plaines,8, Poil de Kanigrou,8, Poil d'Ouginak,4, Poils du Mulou,2,,,,
Masque d'Abraknyde d'Halouine, Ecorce d'Abraknyde,100, Racine d'Abraknyde,60, Orbe Fantosmyque,37, Citrouille,15, Sève d'Abraknyde,5, Abragland,1,,,,
Masque de Chafer Fantassin d'Halouine, Os de Chafer,60, Orbe Fantosmyque,37, Crâne de chafer,25, Os Invisible du Chafer Invisible,20, Citrouille,15, Os Surprise du Chafer Fantassin,1,,,,
Masque de Craqueleur d'Halouine, Charbon,200, Pierre du Craqueleur,70, Orbe Fantosmyque,37, Citrouille,20, Dent en Or du Craqueleur,15, Craqueloroche,5,,,,
Octovius, Kralamoure vidé,400, Peau de Kitsou Nae,30, Peau de Kanigrou,20, Peau de Pandikaze,19, Peau de Cooleuvre,15, Peau de Léopardo,12,,,,
Oreilles de Wabbits, Poils de Wo Wabbit,36, Poils de Black Tiwabbit,21, Patte de Wabbit,19, Oreille du Grand Pa Wabbit,18, Oreilles du Tiwabbit,16, Poils de Barbe du Grand Pa Wabbit,10,,,,
Petit sac d'écolier du Chef Crocodaille, Ecaille de Crocodaille,30, Ecaille de Chef Crocodaille,30, Poil de Kanigrou,12, Poil d'Ouginak,12, Peau de Crocodaille,1, Peau de Chef Crocodaille,1,,,,
Phéro-Cape, Peau de Dragoeuf Volant,50, Poils de Yokai Firefoux,42, Bandelettes,21, Aile de Dragoeuf Volant,17, Cuir de Déminoboule,3, Phéromone de Tofu,1,,,,
Sac du Staca Noviste, Plume du Kwak de Flamme,4, Plume Pointue de Kwak du Vent,4, Poils de Barbe du Grand Pa Wabbit,2, Poils de Wo Wabbit,2, Poils du Milimulou,2, Etoffe du Mulou,1,,,,
Sac du grand aventurier, Poil de Kanigrou,27, Ongle de Kanigrou,21, Peau de Kanigrou,12, Oreille de Kanigrou,11, Ecaille de Crocodaille,8, Etoffe de Kanigrou,4,,,,
Sac-Cawotte, Poils de Wabbit,35, Bandeau du Black Tiwabbit,26, Poils de Black Tiwabbit,12, Poils de Wo Wabbit,10, Cawotte,10, Poils de Barbe du Grand Pa Wabbit,5,,,,
Scaracape Dorée, Scaracape Blanche,1, Scaracape Rouge,1, Ailes du Scarabosse Doré,1, Scaracape Noire,1, Scaracape Verte,1, Scaracape Bleue,1,,,,
Scaracape Noire, Scaracape Rouge,1, Scaracape Blanche,1, Scaracape Verte,1, Scaracape Bleue,1, Ailes du Scarafeuille Noir,1, Carapace de Scarafeuille Noir,1,,,,
Scaracoiffe Dorée, Scaracoiffe Verte,1, Antennes du Scarabosse Doré,1, Scaracoiffe Rouge,1, Scaracoiffe Noire,1, Scaracoiffe Bleue,1, Scaracoiffe Blanche,1,,,,
Scaracoiffe Noire, Ailes du Scarafeuille Noir,1, Scaracoiffe Blanche,1, Scaracoiffe Bleue,1, Scaracoiffe Rouge,1, Scaracoiffe Verte,1, Antennes du Scarafeuille Noir,1,,,,
Abracapa, Racine d'Abraknyde,30, Bourgeon d'Abraknyde,30, Ecorce d'Abraknyde,30, Ambre,5, Sève d'Abraknyde,3,,,,,,
Abracaska, Bourgeon d'Abraknyde,60, Racine d'Abraknyde,40, Ecorce d'Abraknyde,20, Ambre,15, Bois de Tronknyde,3,,,,,,
Bonnet Nufar, Ongle de Kanigrou,20, Pince de Crustorail,10, Bulbe Passaoh,10, Pétale Passaoh,2, Etoffe Corailleuse,1,,,,,,
Bonnet Spairance, Pointe de Flèche du Bwork Archer,16, Bulbe Morito,10, Pince de Crustorail,10, Pétale Morito,2, Etoffe Corailleuse,1,,,,,,
Bonnet Toual, Bulbe Morito,10, Pince de Crustorail,10, Oeil de Kwoan,4, Pétale Morito,2, Etoffe Corailleuse,1,,,,,,
Cape Akwadala, Artefact Pandawushu Eau,50, Fleur de Bulbiflore,10, Poils de Pandikaze,10, Pousses de Bulbambou,8, Feuille de Bulbuisson,7,,,,,,
Cape Bouffante, Laine de Bouftou,80, Laine de Boufton Blanc,30, Laine de Boufton Noir,30, Laine du Chef de Guerre Bouftou,10, Langue de Chef de Guerre Bouftou,1,,,,,,
Cape Hilère, Laine de Bouftou,20, Laine de Boufton Blanc,10, Teinture Magique de Rougeur,1, Laine de Bouftou Royal,1, Poils de Barbe du Grand Pa Wabbit,1,,,,,,
Cape Huccino, Teinture Magique Sombre,10, Queue de Chef de Guerre Bouftou,3, Poils de Kitsou Nae,3, Poils de Kitsou Nere,3, Poils de Pandikaze,2,,,,,,
Cape Maimpa, Oreilles de Loup,10, Queue de Kolérat,8, Poils de Wabbit,4, Poil d'Ouginak,4, Queue de Croc Gland,1,,,,,,
Cape Maj'Hic, Plumes de Tofu,20, Laine de Boufton Blanc,20, Poils de Black Tiwabbit,5, Poils du Milimulou,2, Teinture Magique Bleutée,1,,,,,,
Cape Rice, Laine de Boufton Blanc,20, Laine de Bouftou,20, Poils du Sanglier,5, Poils de Wabbit,5, Teinture Magique Verdâtre,1,,,,,,
Cape de Bou, Boue du Boo,50, Main de Boo,10, Fibre de Lin,5, Fibre de Chanvre,1, Coeur de Boue du Boo,1,,,,,,
Cape du Coq Hû, Teinture Magique Bleutée,4, Plume du Kwak de Glace,4, Queue du Mulou,1, Poils du Meulou,1, Cocon de Ver à Soie,1,,,,,,
Cape du Mulou Fou, Poils du Mulou,10, Canine du Mulou,1, Queue du Mulou,1, Teinture Magique Sombre,1, Griffe du Mulou,1,,,,,,
Cape du Prespic, Patte de Prespic,15, Queue de Prespic,3, Estomac de Prespic,1, Etoffe du Prespic,1, Pic du Prespic,1,,,,,,
Capuche Apin, Canine du Mulou,14, Bulbe Passaoh,10, Pince de Crustorail,10, Pétale Passaoh,2, Etoffe Corailleuse,1,,,,,,
Casque Keutumedi, Bulbe Kouraçao,10, Pince de Crustorail,10, Pétale Kouraçao,2, Moustache du Mufafah,2, Etoffe Corailleuse,1,,,,,,
Casque du Craqueleur, Dent en Or du Craqueleur,20, Silex,16, Charbon,12, Pierre du Craqueleur,6, Coeur de Craqueleur,2,,,,,,
Champo, Epine du Champ Champ,50, Champignon,50, Feuille de Tournesol Sauvage,20, Champignon Luidegît,1, Chanvre Euphorique,1,,,,,,
Chapeau Akwadala, Artefact Pandawushu Eau,50, Peau de Kitsou Nakwa,4, Poils de Kitsou Nakwa,3, Poils de Pandule,1, Poils de Pandikaze,1,,,,,,
Chapeau Grave, Dent du Tofu Maléfique,12, Bulbe Morito,10, Pince de Crustorail,10, Pétale Morito,2, Etoffe Corailleuse,1,,,,,,
Chapeau Lithique, Poil de Kanigrou,20, Pince de Crustorail,10, Bulbe Kouraçao,10, Pétale Kouraçao,2, Etoffe Corailleuse,1,,,,,,
Chapeau Taufeu, Pince de Crustorail,10, Bulbe Passaoh,10, Langue de Chef de Guerre Bouftou,2, Pétale Passaoh,2, Etoffe Corailleuse,1,,,,,,
Chapeau Tyron, Boue du Boo,12, Bulbe Malibout,10, Pince de Crustorail,10, Pétale Malibout,2, Etoffe Corailleuse,1,,,,,,
Choipo Podlard, Laine de Boufton Noir,10, Laine de Bouftou,10, Laine de Boufton Blanc,10, Ficelle en Lin,10, Poils Darits,1,,,,,,
Coiffe de Robbie Capuche, Pince de Crustorail,10, Bandeau du Black Tiwabbit,10, Bulbe Malibout,10, Pétale Malibout,2, Etoffe Corailleuse,1,,,,,,
Coiffe du Boufcoul, Cuir de Bouftou,30, Laine de Bouftou,30, Laine du Boufcoul,3, Cuir du Boufcoul,2, Coiffe du Bouftou,1,,,,,,
Corbacape, Patte de Corbac,100, Plume de Corbac,100, Oeil de Corbac,15, Teinture Magique Sombre,2, Cape du Corbac,1,,,,,,
Corbacoiffe, Patte de Corbac,45, Plume de Corbac,40, Oeil de Corbac,1, Coeur de Brandon,1, Teinture Magique Sombre,1,,,,,,
Craquelocape, Dent en Or du Craqueleur,20, Silex,17, Charbon,16, Pierre du Craqueleur,5, Pierre de Diamant,1,,,,,,
Dantgoule, Ficelle en Lin,10, Slip en cuir du Chafer Lancier,5, Cuir du Chef de Guerre Bouftou,1, Cuir de Sanglier,1, Potion Dantegoulesque,1,,,,,,
Dora, Ficelle en Lin,10, Bois de Charme,2, Bois de Châtaignier,2, Laine de Bouftou Royal,1, Osier Enchanté,1,,,,,,
Dora Sombre de Brave, Ecorce d'Abraknyde Sombre,20, Ficelle en Lin,20, Linceul,5, Osier Sombre,1, Tissu Sombre,1,,,,,,
Dragocoiffe Blanche, Coquille de Dragoeuf Blanc,10, Laine de Boufton Blanc,10, Oeuf de Dragoeuf Blanc,5, Peau de serpentin,5, Cuir de Sanglier des Plaines,1,,,,,,
Fourbacapa, Feuille de Fourbasse,30, Pétale de Trukikol,20, Peau de Trukikol,8, Feuille de Kokoko,5, Kole,5,,,,,,
Fourbacoiffe, Pétale de Trukikol,35, Feuille de Fourbasse,35, Bourgeon de Fourbasse,12, Kole,5, Peau de Trukikol,2,,,,,,
Goyave, Pousses de Bulbambou,20, Fleur de Bulbiflore,20, Feuille de Bulbuisson,20, Peau de Cooleuvre,5, Poils de Pandikaze,3,,,,,,
Gulliver, Oreille de Porkass,30, Oreille du Grand Pa Wabbit,30, Oreille de Cochon de Lait,30, Oreilles de Loup,25, Oreille de Kanigrou,25,,,,,,
Kraignosse, Bandelettes,20, Corne de Chef de Guerre Bouftou,2, Kobalite,2, Kriptonite,2, Chaîne de l'Ouginak,1,,,,,,
Kwakoiffe de Flammes, Plume du Kwak de Flamme,50, Poils de Wo Wabbit,6, Poils de Grand Pa Wabbit,4, Poil de Sanglier des Plaines,2, Etoffe du Prespic,1,,,,,,
Kwakoiffe de Glace, Plume du Kwak de Glace,50, Poils de Wo Wabbit,6, Poils de Grand Pa Wabbit,4, Poil de Sanglier des Plaines,2, Etoffe du Prespic,1,,,,,,
Kwakoiffe de Terre, Plume du Kwak de Terre,50, Poils de Wo Wabbit,6, Poils de Grand Pa Wabbit,4, Poil de Sanglier des Plaines,2, Etoffe du Prespic,1,,,,,,
Kwakoiffe du Vent, Plume du Kwak de Vent,50, Poils de Wo Wabbit,6, Poils de Grand Pa Wabbit,4, Poil de Sanglier des Plaines,2, Etoffe du Prespic,1,,,,,,
Kwape de Flammes, Plume du Kwak de Flamme,50, Plumes de Tofu,5, Plume de Tofu Maléfique,2, Poils de Wabbit,1, Plume de Corbac,1,,,,,,
Kwape de Glace, Plume du Kwak de Glace,50, Plumes de Tofu,5, Plume de Tofu Maléfique,2, Plume de Corbac,1, Poils de Wabbit,1,,,,,,
Kwape de Terre, Plume du Kwak de Terre,50, Plumes de Tofu,5, Plume de Tofu Maléfique,2, Plume de Corbac,1, Poils de Wabbit,1,,,,,,
Kwape du Vent, Plume du Kwak de Vent,50, Plumes de Tofu,5, Plume de Tofu Maléfique,2, Plume de Corbac,1, Poils de Wabbit,1,,,,,,
La Guenille, Fibre de Lin,10, Teinture Magique Sombre,4, Teinture Magique Bleutée,3, Tissu Pourpre,2, Fil Résistant,1,,,,,,
La Mokette, Poils du Milimulou,6, Plume du Kwak de Terre,4, Laine du Chef de Guerre Bouftou,3, Poils de Barbe du Bwork Mage,2, Poils de Grand Pa Wabbit,1,,,,,,
Larvacoiffe, Poudre de Perlinpainpain,40, Peau de Larve Orange,18, Peau de Larve Bleue,14, Peau de Larve Verte,11, Petite Perle Dorée,1,,,,,,
Le Ours, Poils de Black Tiwabbit,5, Poil de Kanigrou,5, Linceul,4, Ours Déchiqueté,1, Fil de Soie,1,,,,,,
Masque Tromatisant, Noix de Kokoko,10, Ficelle en Lin,10, Poils de souris,10, Poils du Sanglier,10, Noix de Kokoko Traumatisée,1,,,,,,
Masque de Bouftou d'Halouine, Bave de Bouftou,150, Laine de Bouftou,100, Cuir de Bouftou,80, Orbe Fantosmyque,25, Citrouille,10,,,,,,
Masque de Sanglier d'Halouine, Cuir de Sanglier,45, Poils du Sanglier,40, Défense du Sanglier,35, Orbe Fantosmyque,25, Citrouille,10,,,,,,
Masque de Tofu d'Halouine, Plumes de Tofu,60, Oeuf de Tofu,55, Bec du Tofu,50, Orbe Fantosmyque,25, Citrouille,10,,,,,,
Sac du Grand Récolteur, Laine de Bouftou,20, Plumes de Tofu,20, Poils de Barbe du Grand Pa Wabbit,2, Poils de Barbe du Bwork Mage,2, Laine du Chef de Guerre Bouftou,2,,,,,,
Scaracape Blanche, Antenne du Scarafeuille blanc,30, Fruit de Palme,10, Ailes de Scarafeuille blanc,6, Carapace de Scarafeuille Blanc,4, Huile de Palme,1,,,,,,
Scaracape Bleue, Antenne du Scarafeuille bleu,30, Fruit de Palme,10, Ailes de Scarafeuille bleu,6, Carapace de Scarafeuille Bleu,4, Huile de Palme,1,,,,,,
Scaracape Rouge, Antenne du Scarafeuille rouge,30, Fruit de Palme,10, Ailes de Scarafeuille rouge,6, Carapace de Scarafeuille Rouge,4, Huile de Palme,1,,,,,,
Scaracape Verte, Antenne du Scarafeuille vert,30, Fruit de Palme,10, Ailes de Scarafeuille vert,6, Carapace de Scarafeuille Vert,4, Huile de Palme,1,,,,,,
Scaracoiffe Blanche, Antenne du Scarafeuille blanc,40, Fruit de Palme,12, Ailes de Scarafeuille blanc,10, Carapace de Scarafeuille Blanc,5, Huile de Palme,1,,,,,,
Scaracoiffe Bleue, Antenne du Scarafeuille bleu,40, Fruit de Palme,12, Ailes de Scarafeuille bleu,10, Carapace de Scarafeuille Bleu,5, Huile de Palme,1,,,,,,
Scaracoiffe Rouge, Antenne du Scarafeuille rouge,40, Fruit de Palme,12, Ailes de Scarafeuille rouge,10, Carapace de Scarafeuille Rouge,5, Huile de Palme,1,,,,,,
Shako, Os de Chafer,10, Os Invisible du Chafer Invisible,5, Os de Crocodaille,4, Fragment d'Os,1, Os Surprise du Chafer Fantassin,1,,,,,,
Toady, Champignon,110, Epine du Champ Champ,110, Champignon Luidegît,10, Champcoiffe,1, Cape du Champ Champ,1,,,,,,
Végacoiffe, Fleur de Lin,25, Trèfle à 5 feuilles,15, Orchidée Freyesque,15, Edelweiss,2, Coiffe Champêtre,1,,,,,,
Ailes en bois améliorées, Etoffe de Ouassingue,1, Aile du Bitouf des plaines,1, Ailes en bois,1, Duvet du Kilibriss,1,,,,,,,,
Cape Edépée, Laine de Bouftou,8, Laine de Boufton Blanc,8, Poils du Sanglier,4, Teinture Magique de Rougeur,1,,,,,,,,
Cape Itou Lascione, Poils de Wabbit,10, Plume du Kwak de Terre,2, Plume du Kwak de Flamme,2, Poils de Barbe du Grand Pa Wabbit,1,,,,,,,,
Cape de Bowisse, Peau de Larve Verte,50, Laine de Boufton Blanc,10, Laine de Bouftou,10, Teinture Magique Verdâtre,1,,,,,,,,
Cape de l'Homme Ours, Poils de Wabbit,1, Etoffe d'Ours,1, Poils de souris,1, Poils du Sanglier,1,,,,,,,,
Cape du Justicier, Poils de souris,100, Poils du Sanglier,25, Etoffe de Croc Gland,4, Laine du Chef de Guerre Bouftou,2,,,,,,,,
Cape du Poolay Chogrelotant, Plume du Dernier Poolay,1, Poils de Grand Pa Wabbit,1, Etoffe du Sanglier,1, Poils du Mulou,1,,,,,,,,
Cape du Tofu, Plumes de Tofu,35, Bec du Tofu,30, Oeuf de Tofu,30, Plume du Batofu,1,,,,,,,,
Cape du Tofu Fou, Plumes de Tofu,100, Teinture Magique Sombre,1, Laine de Boufton Noir,1, Laine de Bouftou Royal,1,,,,,,,,
Cape du Vampire, Laine de Bouftou,10, Sang du Vampire,1, Laine de Boufton Blanc,1, Teinture Magique de Rougeur,1,,,,,,,,
Casque amélioré, Moustache du Mufafah,1, Casque,1, Plume de fesse du Kido,1, Etoffe de Ouassingue,1,,,,,,,,
Chapeau Pointu, Poils du Sanglier,6, Plume Pointue de Kwak du Vent,1, Cuir du Chef de Guerre Bouftou,1, Laine du Chef de Guerre Bouftou,1,,,,,,,,
Coiffe de l'Homme Ours, Poils d'Ours,1, Etoffe d'Ours,1, Peau d'Ours,1, Ours Déchiqueté,1,,,,,,,,
Coiffe du Bouftou, Laine de Bouftou,150, Laine de Boufton Blanc,100, Laine du Chef de Guerre Bouftou,40, Cervelle de Bouftou,1,,,,,,,,
Crystal O'Boul, Poils du Sanglier,10, Poils de souris,10, Ficelle en Lin,10, Pierre de Crystaloboule,1,,,,,,,,
Houde, Ficelle en Lin,10, Poils du Sanglier,10, Peau de Larve Verte Magique,1, Plumes de Tofu,1,,,,,,,,
Jouik Krampe, Poils de Black Tiwabbit,10, Laine de Boufton Noir,10, Sac à Patates Sombre,1, Ficelle en Lin,1,,,,,,,,
Kaskofu, Plumes de Tofu,25, Bec du Tofu,18, Oeuf de Tofu,13, Plume du Batofu,1,,,,,,,,
La Boufteuse, Laine de Bouftou,10, Laine de Boufton Blanc,10, Plume du Kwak de Glace,2, Teinture Magique Bleutée,1,,,,,,,,
La Samoulaille, Laine de Boufton Blanc,10, Poils de souris,10, Laine de Bouftou,10, Teinture Magique de Rougeur,1,,,,,,,,
Larvasac, Peau de Larve Orange,17, Peau de Larve Bleue,15, Peau de Larve Verte,14, Petite Perle Dorée,1,,,,,,,,
Le Oiram, Cuir de Bouftou Royal,1, Laine de Bouftou Royal,1, Champignon Luidegît,1, Laine du Chef de Guerre Bouftou,1,,,,,,,,
Le Troma, Poils de souris,100, Laine de Boufton Noir,6, Ficelle en Lin,2, Patte d'Arakne Magique,1,,,,,,,,
Sac de l'Aventurier, Plume du Kwak de Vent,1, Poils de Barbe du Grand Pa Wabbit,1, Poils du Sanglier,1, Plume du Kwak de Terre,1,,,,,,,,
Abracape, Ecorce d'Abraknyde,10, Bourgeon d'Abraknyde,10, Abranneau,10,,,,,,,,,,
Bob du Paysan, Seigle,35, Graine de Pavot,15, Bave de Rose Démoniaque,2,,,,,,,,,,
Cape Abilité, Laine de Bouftou,15, Teinture Magique Verdâtre,1, Plume du Kwak de Vent,1,,,,,,,,,,
Cape Bleutée, Laine de Boufton Blanc,18, Peau de Larve Bleue,3, Poudre de Perlinpainpain,1,,,,,,,,,,
Cape Ellinie, Ficelle en Lin,10, Plumes de Tofu,10, Teinture Magique Orange,1,,,,,,,,,,
Cape Sombre, Laine de Boufton Noir,10, Patte d'Arakne,5, Teinture Magique Sombre,1,,,,,,,,,,
Cape Sulcorpe, Laine de Boufton Noir,1, Plume du Kwak de Glace,1, Teinture Magique Bleutée,1,,,,,,,,,,
Cape Ulais, Laine de Boufton Blanc,1, Teinture Magique Verdâtre,1, Laine de Boufton Noir,1,,,,,,,,,,
Cape de Rougeur, Pétale de Rose Démoniaque,6, Laine de Boufton Blanc,6, Laine de Bouftou,6,,,,,,,,,,
Capouze des Champs, Pétale de Rose Démoniaque,30, Pétale de Tournesol Sauvage,10, Herbe Folle,1,,,,,,,,,,
Coiffe Champêtre, Pétale de Rose Démoniaque,40, Bave de Rose Démoniaque,10, Herbe Folle,1,,,,,,,,,,
Grande Cape Bleutée, Laine de Boufton Blanc,26, Peau de Larve Bleue,4, Poudre de Perlinpainpain,1,,,,,,,,,,
Grande Cape Sombre, Laine de Boufton Noir,15, Patte d'Arakne,15, Teinture Magique Sombre,1,,,,,,,,,,
Grande Cape de Rougeur, Laine de Bouftou,9, Pétale de Rose Démoniaque,9, Laine de Boufton Blanc,9,,,,,,,,,,
Korko Klako, Ficelle en Lin,10, Sac à Patates Clair,1, Laine du Chef de Guerre Bouftou,1,,,,,,,,,,
Petite Cape Bleutée, Laine de Boufton Blanc,10, Peau de Larve Bleue,2, Poudre de Perlinpainpain,1,,,,,,,,,,
Petite Cape de Rougeur, Pétale de Rose Démoniaque,6, Laine de Boufton Blanc,4, Laine de Bouftou,4,,,,,,,,,,
Sac du Paysan, Seigle,20, Tige de Pissenlit Diabolique,10, Bave de Rose Démoniaque,3,,,,,,,,,,
Sac du Petit Aventurier, Poils du Sanglier,18, Laine de Boufton Blanc,18, Laine de Boufton Noir,18,,,,,,,,,,
Sac du Petit Moskito, Poudre de Perlinpainpain,20, Ailes de Moskito,18, Sourcil de Moskito,15,,,,,,,,,,
Sac du Récolteur, Laine de Boufton Blanc,25, Laine de Boufton Noir,25, Poils de Black Tiwabbit,10,,,,,,,,,,
Bandeau Komintot, Poils de souris,10, Peau de Larve Orange,3,,,,,,,,,,,,
Bandeau Pandawushu, Peau de Kitsou Nakwa,2, Poils de Kitsou Nakwa,1,,,,,,,,,,,,
Bandeau de Vitalité, Anneau Vitalesque,12, Laine de Boufton Blanc,5,,,,,,,,,,,,
Cape Pandawushu, Peau de Kitsou Nakwa,2, Poils de Kitsou Nakwa,2,,,,,,,,,,,,
Cape de l'Aventurier, Cape Bleutée,1, Petite Cape Sombre,1,,,,,,,,,,,,
Cape du Champ Champ, Graine de Pavot,8, Epine du Champ Champ,5,,,,,,,,,,,,
Cape du Piou Bleu, Graine de Sésame,1, Plume de Piou Bleu,1,,,,,,,,,,,,
Cape du Piou Jaune, Graine de Sésame,1, Plume de Piou Jaune,1,,,,,,,,,,,,
Cape du Piou Rose, Plume de Piou Rose,1, Graine de Sésame,1,,,,,,,,,,,,
Cape du Piou Rouge, Plume de Piou Rouge,1, Graine de Sésame,1,,,,,,,,,,,,
Cape du Piou Vert, Plume de Piou Vert,1, Graine de Sésame,1,,,,,,,,,,,,
Cape du Piou Violet, Plume de Piou Violet,1, Graine de Sésame,1,,,,,,,,,,,,
Champcoiffe, Epine du Champ Champ,4, Champignon,2,,,,,,,,,,,,
Chapeau de l'Aventurier, Chapeau du Piou Rose,4, Casque,3,,,,,,,,,,,,
Chapeau du Piou Bleu, Plume de Piou Bleu,1, Graine de Sésame,1,,,,,,,,,,,,
Chapeau du Piou Jaune, Graine de Sésame,1, Plume de Piou Jaune,1,,,,,,,,,,,,
Chapeau du Piou Jaune, Graine de Sésame,1, Plume de Piou Jaune,1,,,,,,,,,,,,
Chapeau du Piou Rose, Plume de Piou Rose,1, Graine de Sésame,1,,,,,,,,,,,,
Chapeau du Piou Rouge, Plume de Piou Rouge,1, Graine de Sésame,1,,,,,,,,,,,,
Chapeau du Piou Vert, Graine de Sésame,1, Plume de Piou Vert,1,,,,,,,,,,,,
Chapeau du Piou Violet, Plume de Piou Violet,1, Graine de Sésame,1,,,,,,,,,,,,
Grand Bandeau de Vitalité, Anneau Vitalesque,14, Laine de Boufton Blanc,8,,,,,,,,,,,,
L'Araknacoiffe, Patte d'Arakne,10, Peau de Larve Bleue,1,,,,,,,,,,,,
Lisseur, Poils de Barbe du Bwork Mage,1, Sang du Vampire,1,,,,,,,,,,,,
Louffeur, Poils du Sanglier,5, Sang du Vampire,1,,,,,,,,,,,,
Petit Bandeau de Vitalité, Anneau Vitalesque,10, Laine de Boufton Blanc,2,,,,,,,,,,,,
Petit Sac en Laine de Boufton, Laine de Boufton Noir,10, Laine de Boufton Blanc,10,,,,,,,,,,,,
Petite Cape Sombre, Laine de Boufton Noir,5, Teinture Magique Sombre,1,,,,,,,,,,,,
Petite Cape Sombre, Laine de Boufton Noir,5, Teinture Magique Sombre,1,,,,,,,,,,,,
Sac du Petit Récolteur, Laine de Boufton Blanc,20, Plumes de Tofu,5,,,,,,,,,,,,
Incroyable potion de soin de masse, Museau de Kolérat,1, Poil d'Ouginak,1, Moustache de Kolérat,1, Poils de Soryo Firefoux,1, Oreille de Kolérat,1, Grande potion de soin de masse,1, Ongle de Kanigrou,1, Patte de Scorbute,1
Potion d'Amélioration d'Atouin, Boulettes d'Insecte **,100, Sardine à l'huile ***,100, Pain Tahde,25, Kouartz,5, Planche en Bambou,5, Nacre,1, Poudre de Créatoune,1, Hormone d'Atouin,1
Potion d'Amélioration d'Ecureuil Chenapan, Boulettes d'Insecte **,100, Sardine à l'huile ***,100, Pain Tahde,25, Kouartz,5, Planche en Bambou,5, Poudre de Créatoune,1, Nacre,1, Hormone d'Ecureuil Chenapan,1
Potion d'Amélioration d'El Palador, Sardine à l'huile ***,100, Boulettes d'Insecte **,100, Pain Tahde,25, Kouartz,5, Planche en Bambou,5, Poudre de Créatoune,1, Hormone de El Palador,1, Nacre,1
Potion d'Amélioration d'Estok, Sardine à l'huile ***,100, Boulettes d'Insecte **,100, Pain Tahde,25, Planche en Bambou,5, Kouartz,5, Poudre de Créatoune,1, Hormone d'Estok,1, Nacre,1
Potion d'Amélioration de Bilby, Sardine à l'huile ***,100, Boulettes d'Insecte **,100, Pain Tahde,25, Kouartz,5, Planche en Bambou,5, Poudre de Créatoune,1, Hormone de Bilby,1, Nacre,1
Potion d'Amélioration de Bouloute du Parrain, Boulettes d'Insecte **,100, Sardine à l'huile ***,100, Pain Tahde,25, Planche en Bambou,5, Kouartz,5, Nacre,1, Poudre de Créatoune,1, Hormone de Bouloute du Parrain,1
Potion d'Amélioration de Bwak, Sardine à l'huile ***,100, Boulettes d'Insecte **,100, Pain Tahde,25, Planche en Bambou,5, Kouartz,5, Nacre,1, Poudre de Créatoune,1, Hormone de Bwak,1
Potion d'Amélioration de Bworky, Boulettes d'Insecte **,100, Sardine à l'huile ***,100, Pain Tahde,25, Kouartz,5, Planche en Bambou,5, Hormone de Bworky,1, Poudre de Créatoune,1, Nacre,1
