Item Name,Total Price,Current Market Price,Margin,Resource Type 1,Unit Price 1,Quantity 1,Resource Cost 1,Resource Type 2,Unit Price 2,Quantity 2,Resource Cost 2,Resource Type 3,Unit Price 3,Quantity 3,Resource Cost 3,Resource Type 4,Unit Price 4,Quantity 4,Resource Cost 4
Liquide vampiresque,586.24,1089.00,85.76%,Os de Chafer,11.84,4,47.36,Sang du Vampire,389.99,1,389.99,Bocal,148.89,1,148.89,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion Pahoa Raide,174.38,N/A,N/A,Feuille de Menthe Sauvage,11.99,5,59.95,Trèfle à 5 feuilles,2.99,5,14.95,Orchidée Freyesque,10.50,3,31.50,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de camouflage total,779.72,749.94,-3.82%,Os Invisible du Chafer Invisible,279.95,1,279.95,Patte d'Arakne Majeure,9.96,1,9.96,Peau de Dragoeuf Guerrier,33.22,1,33.22,Potion de camouflage immobile,456.59,1,456.59,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Poison cinglant,647.79,999.99,54.37%,Patte d'Arakne,49.89,10,498.90,Bocal,148.89,1,148.89,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'agression Moyenne,430.44,N/A,N/A,Langue de Crabe,1.47,1,1.47,Petite potion d'agression,299.00,1,299.00,Crâne de chafer,129.97,1,129.97,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur 'Cyclone',1086.10,N/A,N/A,Tronc de Kokoko,19.44,1,19.44,Babines d'Ouginak,77.96,1,77.96,Guildalogemme,988.70,1,988.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur 'Expérience',1022.69,14349.90,1303.15%,Potion de Vieillesse,33.99,1,33.99,Guildalogemme,988.70,1,988.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Armure Incandescente,1004.92,N/A,N/A,Guildalogemme,988.70,1,988.70,Cervelle de Bouftou,1.31,1,1.31,Patte d'Araknawa,14.91,1,14.91,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Armure Terrestre,1071.10,N/A,N/A,Poil de Kanigrou,79.90,1,79.90,Oeil d'Ouginak,2.50,1,2.50,Guildalogemme,988.70,1,988.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Armure Venteuse,1004.45,N/A,N/A,Guildalogemme,988.70,1,988.70,Dent de Wabbit,6.98,1,6.98,Silex,8.77,1,8.77,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Armure aqueuse,1085.55,N/A,N/A,Chaîne de l'Ouginak,66.88,1,66.88,Boîte de Kanigrou,29.97,1,29.97,Guildalogemme,988.70,1,988.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Compulsion de masse,1002.54,N/A,N/A,Os de Chafer,11.84,1,11.84,Crocs de Rats,2.00,1,2.00,Guildalogemme,988.70,1,988.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Désenvoutement,1002.13,N/A,N/A,Tige de Pissenlit Diabolique,10.48,1,10.48,Guildalogemme,988.70,1,988.70,Main de Boo,2.95,1,2.95,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Déstabilisation,1124.30,N/A,N/A,Bave de Rose Démoniaque,5.63,1,5.63,Guildalogemme,988.70,1,988.70,Crâne de chafer,129.97,1,129.97,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Flamme,1398.68,N/A,N/A,Graine de scorbute,399.99,1,399.99,Sourcil de Moskito,9.99,1,9.99,Guildalogemme,988.70,1,988.70,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Mot Soignant,1020.50,N/A,N/A,Poil d'Ouginak,19.91,1,19.91,Guildalogemme,988.70,1,988.70,Ongle de Kanigrou,11.89,1,11.89,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Nombre de percepteur,1107.58,N/A,N/A,Potion de Vieillesse,33.99,1,33.99,Guildalogemme,988.70,1,988.70,Pierre de Rubis,84.89,1,84.89,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Prospection,1022.69,N/A,N/A,Guildalogemme,988.70,1,988.70,Potion de Vieillesse,33.99,1,33.99,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Rocher,1040.91,11619.00,1016.23%,Slip de Bwork Archer,2.75,1,2.75,Guildalogemme,988.70,1,988.70,Griffe du Mulou,49.46,1,49.46,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli Percepteur : Vague,993.67,N/A,N/A,Guildalogemme,988.70,1,988.70,Dent du Tofu Maléfique,1.50,1,1.50,Peau de Pandikaze,3.47,1,3.47,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Mini Soin Supérieure,37.72,8.50,-77.47%,Fleur de Lin,6.91,2,13.82,Fleur de Chanvre,11.95,2,23.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de camouflage immobile,99.77,456.59,357.64%,Ongle de Kanigrou,11.89,5,59.45,Racine de Tronkoblop,8.47,3,25.41,Patte d'Araknawa,14.91,1,14.91,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de libération,468.88,599.99,27.96%,Poil de Kanigrou,79.90,5,399.50,Bourgeon de Fourbasse,0.50,5,2.50,Chaîne de l'Ouginak,66.88,1,66.88,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Levure de Boulanger,1.20,27.70,2208.33%,Poudre de Perlinpainpain,1.20,1,1.20,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Petite potion d'agression,381.45,299.00,-21.61%,Fleur de Blopignon,6.45,1,6.45,Canine du Mulou,375.00,1,375.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'Averse,182.50,120.00,-34.25%,Metaria Triame bleue,8.92,5,44.60,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'Eboulement,1037.90,336.00,-67.63%,Metaria Triame jaune,180.00,5,900.00,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'Etincelle,142.85,26.97,-81.12%,Metaria rouge,0.99,5,4.95,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'Incendie,4537.90,5700.00,25.61%,Metaria Mage rouge,880.00,5,4400.00,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'Ouragan,2137.85,3332.80,55.89%,Metaria Mage verte,399.99,5,1999.95,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Alchimiste,67.98,1896.00,2689.06%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Bijoutier,1066.98,3992.00,274.14%,Potion de Vieillesse,33.99,2,67.98,Sertisseur,999.00,1,999.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Boucher,67.98,3893.00,5626.68%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Boulanger,67.98,2387.00,3411.33%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Bricoleur,23066.98,37987.00,64.68%,Potion de Vieillesse,33.99,2,67.98,Marteau du Bricoleur,22999.00,1,22999.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Bûcheron,97.98,2493.00,2444.40%,Potion de Vieillesse,33.99,2,67.98,Hache de Bûcheron,30.00,1,30.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Chasseur,67.98,499.00,634.04%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Cordomage,4736.98,12000.00,153.33%,Potion de Vieillesse,33.99,2,67.98,Coupe Cuir du Cordomage,4669.00,1,4669.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Cordonnier,367.88,899.90,144.62%,Potion de Vieillesse,33.99,2,67.98,Coupe Cuir,299.90,1,299.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Costumage,67.98,10000.00,14610.21%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgemage d'Epées,67.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgemage de Dagues,67.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgemage de Marteaux,865.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau du Forgemage de Marteaux,798.00,1,798.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgemage de Pelles,917.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau du Forgemage de Pelles,850.00,1,850.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgeur d'Epées,936.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau de Forgeur d'Epées,869.00,1,869.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgeur de Bouclier,5065.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau du Forgeur de Boucliers,4998.00,1,4998.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgeur de Dagues,1556.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau de Forgeur de Dagues,1489.00,1,1489.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgeur de Haches,3067.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau du Forgeur de Haches,3000.00,1,3000.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgeur de Marteaux,316.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Marteau de Forgeur de Marteaux,249.00,1,249.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Forgeur de Pelles,67.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Joaillomage,2643.98,10000.00,278.22%,Potion de Vieillesse,33.99,2,67.98,Sertisseur du Joaillomage,2576.00,1,2576.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Mineur,1057.98,2722.00,157.28%,Potion de Vieillesse,33.99,2,67.98,Pioche du Mineur,990.00,1,990.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Paysan,1567.98,1416.00,-9.69%,Potion de Vieillesse,33.99,2,67.98,Faux du Paysan,1500.00,1,1500.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Poissonnier,67.98,2981.00,4285.11%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Pêcheur,67.98,2764.00,3965.90%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Sculptemage d'Arcs,4458.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Tailladeuse d'Arcs Magiques,4391.00,1,4391.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Sculptemage de Baguettes,4567.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Tailladeuse de Baguettes Magiques,4500.00,1,4500.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Sculptemage de Bâtons,67.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Sculpteur d'Arcs,5066.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Tailladeuse d'Arc,4999.00,1,4999.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Sculpteur de Baguettes,1567.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,Tailladeuse de Baguette,1500.00,1,1500.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Sculpteur de Bâton,67.98,N/A,N/A,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion d'oubli de métier : Tailleur,67.98,3999.00,5782.61%,Potion de Vieillesse,33.99,2,67.98,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Courant d'Air,142.90,39.96,-72.04%,Metaria verte,1.00,5,5.00,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Crachin,142.85,150.78,5.55%,Metaria bleue,0.99,5,4.95,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Flambée,152.65,148.80,-2.52%,Metaria Triame rouge,2.95,5,14.75,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Mini Soin,20.73,6.50,-68.64%,Fleur de Lin,6.91,3,20.73,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Pouflage,301.40,1199.99,298.14%,Queue de scorbute,1.43,1,1.43,Peau de Kanigrou,299.97,1,299.97,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Rafale,187.40,98.30,-47.55%,Metaria Triame verte,9.90,5,49.50,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Rappel,2.99,6.75,125.75%,Trèfle à 5 feuilles,2.99,1,2.99,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Rocheflage,401.79,590.00,46.84%,Graine de scorbute,399.99,1,399.99,Langue de Chef de Guerre Bouftou,1.80,1,1.80,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Secousse,232.30,434.97,87.24%,Metaria jaune,18.88,5,94.40,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Souflage,57.45,899.99,1466.56%,Herbe Folle,7.99,1,7.99,Griffe du Mulou,49.46,1,49.46,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Souvenir,25.91,42.00,62.10%,Graine de Pandouille,19.00,1,19.00,Bave de Bouftou,6.91,1,6.91,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Séisme,137.90,19599.90,14113.13%,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Tabouflage,9.97,99.98,902.81%,Racine de Tronkoblop,8.47,1,8.47,Dent du Tofu Maléfique,1.50,1,1.50,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Toflage,14.22,68.99,385.16%,Fleur de Gloutoblop,3.74,1,3.74,Tige de Pissenlit Diabolique,10.48,1,10.48,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Tombeflage,384.99,1299.88,237.64%,Sourcil de Moskito,9.99,1,9.99,Dent de Serpentin,375.00,1,375.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Touflage,3.07,179.95,5761.56%,Boue du Boo,2.57,1,2.57,Bourgeon de Fourbasse,0.50,1,0.50,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Tsunami,24570.90,24499.50,-0.29%,Metaria Mage bleue,4886.60,5,24433.00,Fiole à élément,137.90,1,137.90,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de Vieillesse,32.48,33.99,4.65%,Bave de Bouftou,6.91,2,13.82,Chanvre,9.33,2,18.66,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de cité : Bonta,0.00,12.36,N/A,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Potion de cité : Brâkmar,0.00,13.71,N/A,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Teinture Magique Bleutée,662.74,1999.00,201.63%,Peau de Larve Bleue,31.94,20,638.80,Gelée Bleutée,23.94,1,23.94,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Teinture Magique Orange,249.20,709.90,184.87%,Peau de Larve Orange,12.46,20,249.20,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Teinture Magique Verdâtre,399.80,790.00,97.60%,Feuille de Menthe Sauvage,11.99,20,239.80,Peau de Larve Verte,8.00,20,160.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Teinture Magique de Rougeur,378.19,419.94,11.04%,Fraise,9.89,10,98.90,Gelée à la Fraise,279.29,1,279.29,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00,,5.50,0,0.00
Alliance Boletée,299651.38,333333.00,11.24%,Graine de l'Abrakleur sombre,16.73,27,451.71,Amygdales du Bitouf Sombre,13.77,21,289.17,Langue du Champodonte,6198.90,12,74386.80,Ecorce de Champaknyde,4098.20,11,45080.20,Tourbe séchée de Tourbassingue,3999.80,9,35998.20,Talon d'achille de l'Abrakleur sombre,199.50,6,1197.00,Chanvre Euphorique,749.50,3,2248.50,Epine d'Ougah,69999.90,2,139999.80
Alliance d'Elya Wood,144953.74,180000.00,24.18%,Topaze,212.18,5,1060.90,Agathe,5159.50,5,25797.50,Bois de Bambou Doré,79.99,4,319.96,Kriptonite,39.89,2,79.78,Rutile,20898.80,2,41797.60,Pyrute,19999.00,2,39998.00,Ecorce magique de Bulbig,35900.00,1,35900.00
Amulette Ripage,569790.09,549999.00,-3.47%,Bec du Kido,68.98,32,2207.36,Croupion du Bitouf aérien,1.19,25,29.75,Ecorce de Nerbe,1298.50,21,27268.50,Ecusson du Sergent Zoth,11999.70,15,179995.50,Ambre du Tynril,94697.00,3,284091.00,Peau du Rasboul Majeur,4999.99,2,9999.98,Peau de Bworker,600.00,2,1200.00,Amulette du Chef Bwork,64998.00,1,64998.00
Amulette de Qu'Tan,1306383.66,1098000.00,-15.95%,Oeil de Kwoan,2.42,36,87.12,Oeil de Champmane,2000.00,22,44000.00,Os de Chafer Maudit,88.78,20,1775.60,Canine de Démon,43.95,12,527.40,Lin Tempête,69999.90,11,769998.90,Défense Maléfique,998.88,3,2996.64,Chaussette du Kimbo,8499.50,2,16999.00,Médaille Kido,469999.00,1,469999.00
Amulette du Dragoeuf,100120.93,99999.00,-0.12%,Pierre du Craqueleur Légendaire,196.00,50,9800.00,Ecaille de Dragoss Blanc,94.44,10,944.40,Carapace du Scarabosse Doré,8592.70,10,85927.00,Ecaille de Dragoss Noir,187.40,10,1874.00,Ecaille de Dragoss Doré,92.88,10,928.80,Ecaille de Dragoss de Saphire,31.90,10,319.00,Lanière en cuir du Dragoeuf Guerrier,229.99,1,229.99,Dent de Crocabulia,97.74,1,97.74
Amulette du Renouveau,146013.10,239999.00,64.37%,Cristal,570.00,20,11400.00,Ambre d'Abraknyde Sombre,4499.99,20,89999.80,Emeraude,568.00,10,5680.00,Ivoire,19.49,10,194.90,Saphir,509.74,10,5097.40,Bois d'Orme,4200.00,8,33600.00,Bois Envoûté,41.00,1,41.00
Amunite,674562.37,755555.00,12.01%,Bâton du Kilibriss,6799.80,24,163195.20,Rembourrage de Meupette,319.96,18,5759.28,Trompe de la Tromperelle,1299.99,15,19499.85,Langue du Champodonte,6198.90,14,86784.60,Tibia du Guerrier Zoth,588.87,12,7066.44,Faux menton du Bourbassingue,6104.80,12,73257.60,Etoffe du Wa Wabbit,109999.70,2,219999.40,Clakoss,99000.00,1,99000.00
Anneau Bhli,296753.52,142999.00,-51.81%,Rembourrage de Meupette,319.96,18,5759.28,Croupion du Bitouf aérien,1.19,16,19.04,Noeud de l'Abrakleur clair,32000.00,5,160000.00,Coco du Bitouf aérien,14999.90,5,74999.50,Coquille du Kaskargo,6977.20,4,27908.80,Tourbe séchée de Tourbassingue,3999.80,4,15999.20,Ecorce de Floribonde,1189.40,3,3568.20,Chaussette du Kimbo,8499.50,1,8499.50
Anneau Bliteré,1226952.60,1298988.00,5.87%,Ecorce de Nerbe,1298.50,15,19477.50,Mouchoir de la Gamine Zoth,9398.50,10,93985.00,Etoffe de Meupette,2000.00,9,18000.00,Etoffe de Péki,98998.90,8,791991.20,Ambre du Tynril,94697.00,3,284091.00,Peau de Bworker,600.00,3,1800.00,Bracelet de Force de Trool,12499.90,1,12499.90,Bracelet du Chef Bwork,5108.00,1,5108.00
Anneau Chevelu,315109.61,189999.00,-39.70%,Touffe rousse du Flib,299.98,18,5399.64,Croupion du Bitouf aérien,1.19,17,20.23,Braguette du Maître Zoth,659.80,15,9897.00,Rotule du Disciple Zoth,2899.98,13,37699.74,Oeil de Champmane,2000.00,12,24000.00,Trompe de la Tromperelle,1299.99,10,12999.90,Bave de Champ à Gnons,1541.11,10,15411.10,Ecorce du Tynril,69894.00,3,209682.00
Anneau Colerette,377243.20,288888.00,-23.42%,Champignon Luidegît,800.00,15,12000.00,Lamelle de Champbis,7198.90,11,79187.90,Bave de Champ à Gnons,1541.11,10,15411.10,Tresse du Poolay,17448.90,5,87244.50,Oeil de Champmane,2000.00,3,6000.00,Epine d'Ougah,69999.90,2,139999.80,Anneau Poli,24900.00,1,24900.00,Bracelet de Force de Trool,12499.90,1,12499.90
